上架日期	商品名称	商品id	商品售价	推广链接
2024/2/29	【菁纯】100绵羊毛短款拉链开衫羊毛针织外套4ZDM10650	3669856699948335414	650	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNvWPsYA&id=3669856699948335414&origin_type=pc_buyin_group
2024/2/29	【独特之美】简约圆领亚麻棉横条纹钩编短袖针织上衣T恤1TDM27740	3670292787129090152	550	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNvWFoxn&id=3670292787129090152&origin_type=pc_buyin_group
2024/2/29	【遐想】圆领高弹螺纹短袖T恤2TDM21030	3670287124315373582	199	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNvW6McX&origin_type=pc_buyin_group&id=3670287124315373582
2024/2/29	【沉香】翻领单排扣羊皮真皮皮衣外套1CDM32860	3670287768661131759	9999	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNvWPvFV&id=3670287768661131759&origin_type=pc_buyin_group
2024/2/29	【晚萤】中长款宽松休闲中式流苏衬衫式风衣1CDMS8990	3670288367758737461	9999	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNvWY8xL&id=3670288367758737461&origin_type=pc_buyin_group
2024/2/29	【旧颜】复古百搭短款工装宽松下抽带外套1CDM14440	3670287293949804756	680	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNvnG7oE&origin_type=pc_buyin_group&id=3670287293949804756
2024/2/26	【魏老板】厚底松糕鞋增高真皮春季小白鞋0XDM99890	3667169665370685617	490	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNGSDJbw&id=3667169665370685617&origin_type=pc_buyin_group
2024/2/26	非金属贝珠项链 【魏老板】正圆简约气质冷淡复古珠珠项链0J1921100	3667166521395904744	230	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNGSRhLU&id=3667166521395904744&origin_type=pc_buyin_group
2024/2/26	【百搭王者】羊皮条纹装饰舒适时尚百搭真皮休闲鞋4XDM63500	3667168628010254568	750	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNGS65us&id=3667168628010254568&origin_type=pc_buyin_group
2024/2/26	【魏老板】复古方框豹纹时尚百搭小框防蓝光眼镜0MDMD0200	3667385687117791627	430	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNGS2xsy&origin_type=pc_buyin_group&id=3667385687117791627
2024/2/26	【魏老板】桑蚕丝春夏中筒袜混色盒装0J1608080	3667211122366349461	99	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNGSf2JP&id=3667211122366349461&origin_type=pc_buyin_group
2024/2/26	【魏老板】桑蚕丝+绵羊毛多功能百搭围巾三角巾宫廷篇章1JDM99080	3667214423023550725	490	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNGS6C4Q&id=3667214423023550725&origin_type=pc_buyin_group
2024/2/26	【魏老板】百搭全真皮华夫增高时尚厚底系带德训鞋0X1362940	3667171026648826030	750	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNGSfFbN&id=3667171026648826030&origin_type=pc_buyin_group
2024/2/26	【魏老板】平底牛皮百搭休闲拼色软底平底德训鞋系带板鞋0X1352560	3667174168576786529	490	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNGSY18F&id=3667174168576786529&origin_type=pc_buyin_group
2024/2/26	【凯旋门】轻奢洋气三角标拉链连帽外套3CDM08020	3667696357126307879	750	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNGSUCD2&id=3667696357126307879&origin_type=pc_buyin_group
2024/2/26	【魏老板】厚底英伦风一脚蹬乐福鞋0XDM34690	3667875534538408432	590	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNGS87G4&id=3667875534538408432&origin_type=pc_buyin_group
2024/2/26	【故情】桑蚕丝龟纹香云纱天然休闲长袖衬衫1SDM12130	3668596837763383556	1390	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNGSUQJc&id=3668596837763383556&origin_type=pc_buyin_group
2024/2/26	【魏老板】经典圆领胸前字母立体刺绣短袖T恤1TDM15290	3669701112526667794	249	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNGS8WPS&id=3669701112526667794&origin_type=pc_buyin_group
2024/2/26	【来之不易】龟裂纹香云纱短款真丝高贵自然之美外套1CDM10590	3668266902628729145	2190	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNGSJQJn&id=3668266902628729145&origin_type=pc_buyin_group
2024/2/26	【魏老板】复古短款圆领羊皮皮衣外套1CDM90720	3669701973709553766	1790	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNGSr2k7&id=3669701973709553766&origin_type=pc_buyin_group
2024/2/26	【魏老板】经典款风衣英伦玫瑰优雅系列1CDMC7920	3669725988968857823	9999	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNGSPpAU&id=3669725988968857823&origin_type=pc_buyin_group
2024/2/26	【魏老板】廓形短款连帽抽绳风衣外套1C2511490	3669729678438039913	550	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNGS1bn1&id=3669729678438039913&origin_type=pc_buyin_group
2024/2/26	【魏老板】撞色小众设计感100%羊毛排扣开衫3ZDM30010	3669728709755142422	850	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNGSRpAB&origin_type=pc_buyin_group&id=3669728709755142422
2024/2/26	【魏老板】气质休闲百搭款英伦风风衣外套3CDM18510	3669728271819472956	890	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNGSBSXA&id=3669728271819472956&origin_type=pc_buyin_group
2024/2/24	【魏老板】尖头粗跟包头半拖鞋外穿真皮高跟鞋1XDM32000	3667881515322311034	590	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNGqYG&id=3667881515322311034&origin_type=pc_buyin_group
2024/2/24	【魏老板】复古全框板材黑框防蓝光眼镜0MDMSL010	3667881828720705774	390	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNVDHs&id=3667881828720705774&origin_type=pc_buyin_group
2024/2/24	【魏老板】系带百搭运动休闲小白鞋板鞋0XDM24990	3667880052776894830	490	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNcEnt&id=3667880052776894830&origin_type=pc_buyin_group
2024/2/24	【魏老板】坎肩设计时尚百搭款精纺绵羊毛马甲3C1911350	3668066003360809057	890	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgN979a&id=3668066003360809057&origin_type=pc_buyin_group
2024/2/24	【环环相扣】收腰俩粒扣时尚精纺绵羊毛西装外套3C1911360	3668009022155522412	1190	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNq9HP&id=3668009022155522412&origin_type=pc_buyin_group
2024/2/24	【伯爵】大牌简约显瘦羊毛设计师外套黑色设计感3CDM15080	3668165406201348519	790	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNxM3f&id=3668165406201348519&origin_type=pc_buyin_group
2024/2/24	【开春游记】双兜小众设计感工装风外套3CDM36710	3667884019279856021	680	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNTdD5Cn&id=3670625247679348906&origin_type=pc_buyin_group
2024/2/24	【云端】收腰显瘦条纹撞色设计拉链连帽卫衣型外套3CDM71750	3668166905010717140	370	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNu8xT&id=3668166905010717140&origin_type=pc_buyin_group
2024/2/24	【偏爱】经典原创修身显瘦时尚百搭款直筒牛仔裤3KDMM0020	3660415100436790336	350	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNqFbf&id=3660415100436790336&origin_type=pc_buyin_group
2024/2/24	【嘉宾】百搭显瘦减龄撞色圆领套头短袖T恤1TDM20740	3660621688313388350	190	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNXyjw&id=3660621688313388350&origin_type=pc_buyin_group
2024/2/24	【永不退圈】头层小牛皮+羊皮真皮绑带厚底百搭休闲小白鞋0X0463110	3660292457561743037	790	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNv1aE&id=3660292457561743037&origin_type=pc_buyin_group
2024/2/24	【主题】80支18针超细美利奴羊毛工艺休闲百搭针织衫3ZDM02390	3660374667681730107	390	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNauTV&id=3660374667681730107&origin_type=pc_buyin_group
2024/2/24	【百搭王者】百搭厚底拼接三条杠系带德训鞋0X0463500	3660291944438960608	750	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNgN2b&id=3660291944438960608&origin_type=pc_buyin_group
2024/2/24	【守候】100羊毛简约慵懒立领牛角扣羊毛外套4CDM31560	3660744545836101803	799.99	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgN96qm&id=3660744545836101803&origin_type=pc_buyin_group
2024/2/24	【收藏家】轻奢贵气时尚款丹麦进口水貂大衣4C0611400	3655225504094620514	9800	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNWfWg&id=3655225504094620514&origin_type=pc_buyin_group
2024/2/24	【财阀】阿尔卑斯山脉拉贡两面穿皮毛一体外套4CDM12510	3660645327813357002	52880	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNHqMY&origin_type=pc_buyin_group&id=3660645327813357002
2024/2/24	【深爱】德国进口120SS杨子纱绵羊毛气质高领针织衫3Z0711420	3660774539824096963	390	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNGhuj&id=3660774539824096963&origin_type=pc_buyin_group
2024/2/24	【魏老板】经典时尚百搭款阔腿牛仔裤3K1211570	3639665453456039054	390	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgN4Ec2&id=3639665453456039054&origin_type=pc_buyin_group
2024/2/24	【简影】醋酸+羊毛保暖软糯柔软极简百搭款连帽T恤4TDM90410	3660791734708888952	390	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNcQF6&origin_type=pc_buyin_group&id=3660791734708888952
2024/2/24	【黎明之约】意大利进口山羊皮纹路拉链短款夹克皮衣外套1CDMY8110	3660849111151855204	1950	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNxyq2&id=3660849111151855204&origin_type=pc_buyin_group
2024/2/24	【忆江南】绵羊皮新中式重工刺绣正反可两穿盘扣马甲背心4CDML5700	3660850519943041748	1790	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNGj7s&id=3660850519943041748&origin_type=pc_buyin_group
2024/2/24	【望舒】美式复古怀旧时尚百搭款微阔牛仔裤4KDM08950	3660777582716182803	790	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgN4Tjp&id=3660777582716182803&origin_type=pc_buyin_group
2024/2/24	【掌上明珠】丹麦进口水貂帕斯条连帽短款水貂拉链外套4CDM20060	3660849899219594647	15800	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNcuaG&id=3660849899219594647&origin_type=pc_buyin_group
2024/2/24	【千金】进口宝嘉美水貂中长款慵懒小蝙蝠袖水貂外套4CDM23510	3660974045299668828	15000	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgN5VwR&id=3660974045299668828&origin_type=pc_buyin_group
2024/2/24	【冬日浪漫】90白鹅绒简约大气百搭连帽设计保暖鹅绒服4CDM82080	3661301854417082924	990	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNbhjL&id=3661301854417082924&origin_type=pc_buyin_group
2024/2/24	【流星】美利奴羊毛修身显瘦软糯舒适百搭款中领T恤4T3112330	3661116996919120447	150	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNxEx8&id=3661116996919120447&origin_type=pc_buyin_group
2024/2/24	【孤芳自赏】桑蚕丝+醋酯纤维时尚复古国风外套1CDM10660	3661115744944572977	888	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNnx7N&id=3661115744944572977&origin_type=pc_buyin_group
2024/2/24	【凯特】土耳其混种羊皮排扣设计轻奢百搭休闲皮衣4CDMM0010	3661209733727132941	1790	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNuWMQ&id=3661209733727132941&origin_type=pc_buyin_group
2024/2/24	【臻作】莱赛尔天丝复古百搭显瘦做旧直筒牛仔裤4KDM09100	3661317245340137063	850	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNsfuX&id=3661317245340137063&origin_type=pc_buyin_group
2024/2/24	【超凡】轻涂绵羊皮宽松复古中长款翻领大口袋长袖皮衣1CDM696A0	3661575325772556774	2390	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgN4LcC&id=3661575325772556774&origin_type=pc_buyin_group
2024/2/24	【百应】皎洁月光免烫舒适棉翻领无袖衬衫1SDM30010	3661333480400395796	390	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNvpF4&id=3661333480400395796&origin_type=pc_buyin_group
2024/2/24	【水星记】100绵羊毛拉链针织连帽开衫毛衣外套4ZDMA8480	3661338621451102422	680	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNmMQS&id=3661338621451102422&origin_type=pc_buyin_group
2024/2/24	【财阀】阿尔卑斯山脉拉贡两面穿皮毛一体外套4CDM12510	3661559374205290377	4900	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNg7vD&id=3661559374205290377&origin_type=pc_buyin_group
2024/2/24	【一枝独秀】绵羊毛+桑蚕丝高级感法式粗花长袖垫肩外套1CDMW2550	3661673298263171588	3900	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNC96A&id=3661673298263171588&origin_type=pc_buyin_group
2024/2/24	【实至名归】星辰十字黑十字貂圆领长袖柔软舒适水貂外套4C1230830	3661592922127774119	59800	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgN7FmU&id=3661592922127774119&origin_type=pc_buyin_group
2024/2/24	【堪称一绝】法国进口皮鲁克复古宽松短款圆领皮衣外套4CDM12520	3661579822519475819	1950	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgN9U37&id=3661579822519475819&origin_type=pc_buyin_group
2024/2/24	【至高无上】丹麦进口银蓝小母貂休闲立领拉链水貂外套4CDM30420	3661577041595258862	9950	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNt1Yc&id=3661577041595258862&origin_type=pc_buyin_group
2024/2/24	【无名】荔枝纹羊皮廓形圆领简约休闲皮衣外套1CDM30390	3661752302055855866	1790	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNVbHv&id=3661752302055855866&origin_type=pc_buyin_group
2024/2/24	【北极星】麦斯羊毛轻奢气质时尚百搭款羊毛颗料外套4CDM05140	3662056894635339097	888.88	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgN3kn3&id=3662056894635339097&origin_type=pc_buyin_group
2024/2/24	【琴棋书画】中式提花醋酸盘扣点翠缎面外套1C1452570	3662047958905545411	790	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgN5hru&id=3662047958905545411&origin_type=pc_buyin_group
2024/2/24	【钟爱一生】丹麦进口银十字水貂外套4C1452580	3661940039337811263	15900	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgN3jqg&id=3661940039337811263&origin_type=pc_buyin_group
2024/2/24	【梦里寻它】绵羊皮中长款V领真皮廓形西装皮衣外套1CDM11060	3661924257438545892	1790	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgN52NS&origin_type=pc_buyin_group&id=3661924257438545892
2024/2/24	【故里】桑蚕丝+莫代尔时尚百搭简约显瘦套头圆领长袖T恤1TDM902B0	3661754632075630459	230	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNqtyD&id=3661754632075630459&origin_type=pc_buyin_group
2024/2/24	【冬约】土耳其进口芭莎初剪羊毛圆领冬季保暖上衣女外套4CDMG9520	3662426143618944891	990	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNxaGA&id=3662426143618944891&origin_type=pc_buyin_group
2024/2/24	【魏老板】小众真皮斜跨包复古化妆圆桶手提包盒子包0BDM12130	3662328070196564939	880	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNn8eU&id=3662328070196564939&origin_type=pc_buyin_group
2024/2/24	【杰作】进口西班牙拉贡皮毛一体外套4CDM38690	3662301939766533919	6800	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNuSP7&id=3662301939766533919&origin_type=pc_buyin_group
2024/2/24	【爱情诺曼底】土耳其山羊皮翻领排扣设计轻奢皮衣4C0111050	3662424526706374453	1790	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNpwgc&id=3662424526706374453&origin_type=pc_buyin_group
2024/2/24	【知意】兰精天丝羊毛亲肤软糯显瘦简约百搭中领长袖T恤1TDM90450	3662427080097979984	270	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNX4Rv&origin_type=pc_buyin_group&id=3662427080097979984
2024/2/24	【画中仙】山羊绒+桑蚕丝复古腔调宽松撞色菱格花纱针织衫4ZDM16850	3662455877828501296	1680	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNvMA3&id=3662455877828501296&origin_type=pc_buyin_group
2024/2/24	【尤克里里】100%羊毛舒适时尚拼色圆领长袖针织衫4ZDM31270	3662473532199281070	350	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNastQ&id=3662473532199281070&origin_type=pc_buyin_group
2024/2/24	【小竹竿】开衩小众设计修身显瘦时尚百搭款加绒牛仔裤4KDMM0060	3662815527660816618	350	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNgDdX&id=3662815527660816618&origin_type=pc_buyin_group
2024/2/24	【魏老板】保暖除臭环保咖啡碳袜子三双装袋装0JDM00100	3662694869094278607	90	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNCdfC&id=3662694869094278607&origin_type=pc_buyin_group
2024/2/24	【芯生】百搭假两件连帽显瘦半拉链套头长袖卫衣4TDM20670	3662803151729350381	350	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNWVb4&id=3662803151729350381&origin_type=pc_buyin_group
2024/2/24	【魏老板】法国巴黎极简百搭配围脖中长款羊绒大衣4C0511180	3662851719169202946	3390	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNHTL8&id=3662851719169202946&origin_type=pc_buyin_group
2024/2/24	【茉莉花茶】半高领连帽设计鹅绒服4CDM3G300	3662887257876110537	590	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNGuUN&id=3662887257876110537&origin_type=pc_buyin_group
2024/2/24	【迷恋】纯订纺纱线圆领撞色半高领羊毛针织纽扣开衫4CDM52980	3662842046886058015	480	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNVjsL&id=3662842046886058015&origin_type=pc_buyin_group
2024/2/24	【初雪】法国巴黎极简气质配围脖中长款羊绒大衣4C0511180	3662851714815508449	3390	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNcWJF&id=3662851714815508449&origin_type=pc_buyin_group
2024/2/24	【首选】520克拉毛小众设计抓绒小脚休闲裤4KDMA1200	3662833892890682659	220	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgN5E55&id=3662833892890682659&origin_type=pc_buyin_group
2024/2/24	【情有独钟】修身显瘦时尚百搭款小脚牛仔裤4KDM26980	3643411528226592707	390	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNbxpm&id=3643411528226592707&origin_type=pc_buyin_group
2024/2/24	【青山】进口土耳其面料小众设计百搭款直筒牛仔裤3KDM00060	3663385383938442069	450	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNQh8a&id=3663385383938442069&origin_type=pc_buyin_group
2024/2/24	【冬约】土耳其进口芭莎初剪羊毛圆领冬季保暖上衣女外套4CDMG9520	3663365425175070623	990	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgN3fNH&id=3663365425175070623&origin_type=pc_buyin_group
2024/2/24	【魏老板】凯莉二代box牛皮光面手提单肩包0B2312150	3663608286156035599	850	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNPnRn&id=3663608286156035599&origin_type=pc_buyin_group
2024/2/24	【魏老板】凯莉一代头层牛皮MINI手拿包0B2312160	3663608936986207673	890	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNqyA7&id=3663608936986207673&origin_type=pc_buyin_group
2024/2/24	【魏老板】时尚方形窄百搭墨镜防紫外线复古个性0MDMD0100	3667162136158798297	490	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNx8gW&id=3667162136158798297&origin_type=pc_buyin_group
2024/2/24	非金属耳饰  【魏老板】正园简约气质冷淡百搭珠珠耳环0J1924100	3667153067234689489	130	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNtbov&id=3667153067234689489&origin_type=pc_buyin_group
2024/2/24	【贵族】德国杨子纱羊毛120ss百搭款衬衫型开衫3Z0411870	3665625545045049843	650	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNmKyB&id=3665625545045049843&origin_type=pc_buyin_group
2024/2/24	【魏老板】厚底松糕百搭复古透气休闲运动老爹鞋0XDM33890	3667163847795540306	520	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNp9qA&id=3667163847795540306&origin_type=pc_buyin_group
2024/2/24	【魏老板】便携简约拉链化妆包旅行洗漱袋带盒子0MDM12290	3665481081731285226	150	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNXreS&origin_type=pc_buyin_group&id=3665481081731285226
2024/2/24	【落脚点】休闲运动轻盈舒适系带拼接阿甘鞋0X0461150	3660291334494922883	750	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgN7vBD&id=3660291334494922883&origin_type=pc_buyin_group
2024/2/24	【重温经典】单肩斜挎时尚真皮豆腐包小方包0B1512120	3660290222098393509	750	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNaDsd&id=3660290222098393509&origin_type=pc_buyin_group
2024/2/24	【线条】弹力羊皮小直筒时尚显瘦个性三粒扣皮裤3KDM23830	3668200375699243337	1280	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNboJ8&id=3668200375699243337&origin_type=pc_buyin_group
2024/2/24	合金木质耳饰 【魏老板】原生系列极简方形圈耳环0J290EH50	3668169952281625068	350	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNQqUR&id=3668169952281625068&origin_type=pc_buyin_group
2024/2/24	【轻盈入春】100绵羊毛简约弹力圆领宽松短袖套头毛衣1ZDM31250	3668247601012146304	350	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNWhVL&id=3668247601012146304&origin_type=pc_buyin_group
2024/2/24	【暗香】绵羊毛小众设计感时尚收腰显瘦蝙蝠袖衬衫1SDMA5180	3668251307711529188	590	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNHHdx&id=3668251307711529188&origin_type=pc_buyin_group
2024/2/24	【恋爱通告】纯棉蝴蝶结字母套头短袖T恤1TDM903A0	3668247721329951067	260	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNGNSC&id=3668247721329951067&origin_type=pc_buyin_group
2024/2/24	【回春序曲】休闲撞色连帽户外防风拉链外套1CDM01940	3668250717010919767	850	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgN4WbQ&id=3668250717010919767&origin_type=pc_buyin_group
2024/2/24	【紫气春来】6A级100桑蚕丝无袖百搭圆领吊带背心1TDM25390	3668251453631365135	699	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNcfEX&id=3668251453631365135&origin_type=pc_buyin_group
2024/2/24	【一生之物】亚麻短款休闲宽松夹克长袖外套1CDMB2690	3668251775879741906	680	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgN5Qyw&id=3668251775879741906&origin_type=pc_buyin_group
2024/2/24	【春日来信】短款翻领拉链休闲长袖小夹克外套1CDMP0630	3668266960652730471	690	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNb2qE&id=3668266960652730471&origin_type=pc_buyin_group
2024/2/24	【视觉差】美德拉咖色视觉显瘦阔腿牛仔裤1KDM62950	3668266960652730471	490	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNx3eK&id=3668265186864791942&origin_type=pc_buyin_group
2024/2/24	【亮点】法式复古显瘦高腰款百搭宽松直筒牛仔裤1KDMA0050	3668265863305363797	390	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNbPbQ&id=3668265863305363797&origin_type=pc_buyin_group
2024/2/24	【温柔以待】醋酸俩粒扣翻盖口袋设计感西装外套1CDM810D0	3668254354957271095	790	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNQFdx&id=3668254354957271095&origin_type=pc_buyin_group
2024/2/24	【魏老板】天丝羊毛修身显瘦时尚百搭款中领T恤3TDM80030	3668267141007802593	190	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNnsSC&id=3668267141007802593&origin_type=pc_buyin_group
2024/2/24	【马德里】二粒扣设计高定丝绒西装外套3C0111790	3668337967124054377	850	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNuosd&id=3668337967124054377&origin_type=pc_buyin_group
2024/2/24	【临安旧事】轻薄100亚麻宽松廓形休闲长袖衬衫1SDM66800	3668269103916908626	490	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgNsCJ8&id=3668269103916908626&origin_type=pc_buyin_group
2024/2/24	【魏老板】开衩设计法式优雅气质精纺绵羊毛半裙3K1911330	3668268532535263435	9999	https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?ins_activity_param=iNgN4kUR&id=3668268532535263435&origin_type=pc_buyin_group
